419688唯一合格男   07 999999901    170421194944195845000105207310 2 10000076010201011                                                                                                                                                                    0101030203039802040401040401030303040302039304020299017306020290599910502020164999999999999999999999999999999049999999901010101
419691唯一合格女   03 999999901    170426185431190427000103158017 1 10000932010201011                                                                                                                                                                    0101020302970101030101030102020397010301020305079908026706020360199999905991018999999999999999999999999019999999999999902010101
419696最年輕的男   03 999999901    170421194611201119000104506004 2 30000004010403041                                                                                                                                                                    0197010101019796970098970101010403980396960297979997026306010130299999908010904990399999999999999999999999999999999999901010101
419707最年輕的男   08 999999901    170425190313191154000200238    2 10001094010404041                                                                                                                                                                    0101010201010102010602040201010101010301040106010299035605020250199999902010513999999999999991099999999999999999999999901010101
419712唯一合格女   08 999999901    170423185012190136000102303086 1 10000202010302011                                                                                                                                                                    0201020202020203040101020102020402020301020204020299014606020190120699901010813999999999999990599999999999999999999999902010101
419720唯一合格男   04 999999901    170421201240203305000100067    2 10000176010201012                                                                                                                                                                    0202020202020203020602970201010403040202040103979999023306020290699920803010807999999109999999999999999999999999999999901040101
419729最年輕的男  042 999999901    170421211513212749000100080    1 10000203010403042                                                                                                                                                                    0101010202030203030401030202030403010302030205020299026105020210699999902010766999999999999999999999999999999999918999901010101
419734唯一合格女  042 999999901    170423185842191206000104151011 2 10000188010100011                                                                                                                                                                    0197960296989898989898960201969898980301039306079908014503020240199999902029666999999999999999999999999999999999905999902010101
419742最年輕的女    2 999999901    170424210030211456000100049    2 10000504010200021                                                                                                                                                                    0101029603030302040301020202010303040202969505959908015906020230299999901010365999999999999999999999999999999991199999902010101
419750最年輕的男    8 999999901    170421211823212539000104504051 2 10000174010402041                                                                                                                                                                    0101010101020102020001030404040403010302010205020299016504020210499999903010265999999999999999999999999999999990599999901010101
419755最年輕的女    2 999999901    170421195318200715000100077    2 10000148010402041                                                                                                                                                                    0102960298960303960598040304040402010398030206020299015404020110499999902010465999999999999999999999999999999990199999902010101
419756最年輕的女    2 999999901    170421210842212040000103203054 1 10000231010301031                                                                                                                                                                    0198020202010198020102039696039803030302039303210299036206030330299999901010665999999999999999999999999999999990699999902010101
419760唯一合格女    2 999999901    170421212542214221000105257501 2 30000004010201011                                                                                                                                                                    0102020202989898980501960302039898030398019105079908026405010230299999901010965999999999999999999999999999999999599999902010101
419774唯一合格女   03 999999901    170421195547200857000100080    1 10000203010100011                                                                                                                                                                    0101020302020201020002020202010303020201029106010299025004010190190199902019568999999999999999999999999999999999999990902010101
419782唯一合格女    2 999999901    170421195703200728000104504051 2 10000174010201011                                                                                                                                                                    0102030396030302040002029502980402030202020205020199013904020290699960202020163999999999999999999999999999910999999999902010101
419789唯一合格女    2 999999901    170421195749200957000104405206 2 10000068010302011                                                                                                                                                                    0101020202020101010501010103010402030301039506959995025106030110599999902010565999999999999999999999999999999990399999902010101
419791唯一合格男   03 999999901    170421214155214954000200238    2 10001094010201011                                                                                                                                                                    0102010301010101010002010101010402030302010203020299025503030210599999902010502029999999999999999999999999999999999999901010101
419836唯一合格女  042 999999901    170421203625203835000104203060 2 30000012010201011                                                                                                                                                                    0102020202020201020502020201019801020201020197010299014103020290160299903019866999999999999999999999999999999999911999902010101
419839唯一合格女  042 999999901    170424215541220429000104405206 2 10000068010302011                                                                                                                                                                    0101020202010103020501040304030201030302039105079908027607020230199999901019866999999999999999999999999999999999927999902010101
419849最年長的男   07 999999901    170424215535220444000105252010 1 10000060010402012                                                                                                                                                                    0101010102020102010602040401010203020398039305079908025506020210499999901029564999999999999999999999999999999069999999901010101
419862最年長的女    2 999999901    170421200743203744000200238    2 10001094010300012                                                                                                                                                                    0102030398029898980002970203989798030395039306969908021502020290190199902010265999999999999999999999999999999990199999902040101
419879唯一合格女   05 999999901    170421200925202604000105504008 1 20000040010302011                                                                                                                                                                    0201020201020102020201010201010403010301020106079908014803020210699999903019609999999999902999999999999999999999999999902040101
419882唯一合格男    2 999999901    170423185257190252000103158017 1 10000932010201011                                                                                                                                                                    0101020296960202020402040304040403040302029304079908025006020221499999901029563999999999999999999999999999903999999999901010101
419884最年輕的女   03 999999901    170421200952202338000100080    1 10000203010301031                                                                                                                                                                    0102020403020101020701020101020402040302029506079903015105020290110599902029518999999999999999999999999029999999999999902010101
419886唯一合格女    2 999999901    170425210320211117000100096    2 10000084010201011                                                                                                                                                                    0102020203020202020502030303039801020302980103010299025706010190110499901019565999999999999999999999999999999990699999902010101
419890最年輕的女    2 999999901    170421201042202044000104405206 2 10000068010401041                                                                                                                                                                    0101030203020203020402030304040201030298039205079908028604020270199999902010865999999999999999999999999999999990199999902010101
419891最年輕的女    2 999999901    170421201048202020000100086    1 10000192010200021                                                                                                                                                                    0101010101010102010001030201010101010302020103079908025404030360299999901020363999999999999999999999999999910999999999902010101
419899最年輕的男    8 999999901    170424215359220508000100086    1 10000192010403042                                                                                                                                                                    0101020202020202030601040304040402020302030204020299017206020260299999901011068999999999999999999999999999999999999990701010101
419912最年輕的男   06 999999901    170423210036211155000104302013 2 10000178010602061                                                                                                                                                                    0197020202989898020301040304049898039898960205079908018504989870199999903019867999999999999999999999999999999999999289901010101
419915最年長的男   06 999999901    170421201308203333000200349    1 10000115010503012                                                                                                                                                                    0101029802020201039802030204030103049698989305079908024907020290699910201010567999999999999999999999999999999999999319901010101
419928最年輕的男    2 999999901    170426183524185724000101509223 2 10000061010302031                                                                                                                                                                    0101010101010197010001040404040402010302969301959908016805950290599960201019817999999999999999999999995999999999999999901010101
419966唯一合格男   03 999999901    170421201921203606000103203054 1 10000231010301012                                                                                                                                                                    0101010202010202980201030201010301020302030303199903024906010110499999902011068999999999999999999999999999999999999990801010101
419970最年輕的男  042 999999901    170421201943203439000105257501 2 30000004010302032                                                                                                                                                                    0101030203040203030301030204040302020302029306210299018106020220499999903011067999999999999999999999999999999999999359901010101
429034最年輕的女   05 999999902    170421202727204650000100077    2 10000148010301031                                                                                                                                                                    0101030403030302040702040404040402010302010298969924017907020230299999903011009999999999916999999999999999999999999999902010101
429038最年輕的男   04 999999902    170421202747203755000104405206 2 10000068010302031                                                                                                                                                                    0101020301020102010302030102020202020398029105969903018006020270199999903010907999999039999999999999999999999999999999901010101
429040唯一合格女   06 999999902    170421203400204443000105207310 2 10000076010302011                                                                                                                                                                    0101020202020202030097030103020402030302030205020299016405020210599999903019567999999999999999999999999999999999999289902010101
429092最年輕的男   07 999999902    170425211955213131000102205092 2 30000024010604062                                                                                                                                                                    0102020203960303980501040402030302040201960206079996026204010230199999901010364999999999999999999999999999999129999999901010101
429117唯一合格男   07 999999902    170421203900205545000100067    2 10000176010301011                                                                                                                                                                    0101010201010201020501040101020301969702020306010199039595010790699910502019864999999999999999999999999999999959999999901010101
429131最年輕的女    2 999999902    170421204059210241000105257501 2 30000004010401042                                                                                                                                                                    0102019603020301020002040402020403020301029306020299016506020230299999903010163999999999999999999999999999911999999999902010101
429136唯一合格女  042 999999902    170421204157210244000200349    1 10000115010201012                                                                                                                                                                    0102989896029898980096020202010402030398029106079908014503020290160299901019666999999999999999999999999999999999928999902010101
429143最年輕的女   04 999999902    170421204302205635000103203054 1 10000231010501052                                                                                                                                                                    0102980398980201980301030203039898020301989205989908018506020270199999901019807999999109999999999999999999999999999999902010101
429145最年輕的女  042 999999902    170423185107190439000200108    2 10000138010402041                                                                                                                                                                    0102020202020202030402030201950402020301039105079908017106020210499999902010966999999999999999999999999999999999927999902010101
429159唯一合格女  049 999999902    170421204733210051000100077    2 10000148010201011                                                                                                                                                                    0102020403960203020602030203020402020301030205020299016004020290210599902010408999999990199999999999999999999999999999902010101
429163唯一合格男  049 999999902    170421204818205913000104405206 2 10000068010201012                                                                                                                                                                    0101020201030302010702040404040401030398049305200299017806020221499999901010608999999990399999999999999999999999999999901010101
429186唯一合格女   04 999999902    170421205329210308000104504051 2 10000174010201012                                                                                                                                                                    0102020402030301040601040404040402040301040203020299026205020290160199901010207999999109999999999999999999999999999999902010101
429212唯一合格男  042 999999902    170421205720211204000105504008 1 20000040010101011                                                                                                                                                                    0297010196010197010001030401010101040298019301030199024204030290699960201019866999999999999999999999999999999999917999901010101
429220唯一合格女    2 999999902    170425200638202116000101504045 1 10000304010302011                                                                                                                                                                    0101030302010101010602010203029801020201010203010299024404020290699930202019565999999999999999999999999999999990599999902010101
429234唯一合格男    2 999999902    170421205956210922000105207310 2 10000076010301011                                                                                                                                                                    0102010202020202029802030201029802020302029304079908026604020260299999903010565999999999999999999999999999999990399999901010101
429254唯一合格女    2 999999902    170421210151211844000100067    2 10000176010302011                                                                                                                                                                    0101010102020103020501010102029703030302019506979908014102020290699960202020265999999999999999999999999999999991499999902040101
429278最年輕的男   05 999999902    170423181545182720000100086    1 10000192010402041                                                                                                                                                                    0102030302030101020102040204020302040301030204020299018306020270199999901020720999999999999999999999999990199999999999901010101
429344唯一合格男  042 999999902    170421211811213107000105504008 1 20000040010101011                                                                                                                                                                    0101020102970295950897979704020103040398979305079908017907070730299999901011066999999999999999999999999999999999902999901010101
429348最年長的男    2 999999902    170421211833215021000104506004 2 30000004010602012                                                                                                                                                                    0101030298030202980202020201010402980398039306969919015003020299599999903011065999999999999999999999999999999990199999901010101
429352唯一合格男    2 999999902    170421211920213125000100086    1 10000192010301011                                                                                                                                                                    0101020101010195010401040401010103049801019302079908023406030320499999901020763999999999999999999999999999902999999999901010101
429372唯一合格男    8 999999902    170425204952205824000101504045 1 10000304010101011                                                                                                                                                                    0102020101010103010601030303030101040198020301030299026906020260299999903010565999999999999999999999999999999990999999901010101
429390唯一合格女  042 999999902    170421213251214515000100080    1 10000203010201011                                                                                                                                                                    0101010201010102020602010103030303020301040105010299035804030210499999901019666999999999999999999999999999999999906999902010101
429412最年輕的女   07 999999902    170421213418214435000104405206 2 10000068010301031                                                                                                                                                                    0102020302980201030702040302039898040302039104079908018304020270199999901019864999999999999999999999999999999199999999902010101
429441唯一合格女   03 999999902    170421213655215606000200349    1 10000115010100011                                                                                                                                                                    0101020496029898039801979704040498019602029505210299019507010260299999901029515999999999999999999019999999999999999999902010101
